"ensembl_gene_id","external_gene_name","description","Given_id","log2FoldChange","AveExpr","t","P.Value","padj","B"
"ENSG00000283777","CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]",821,0.907615774,0.710952614,2.320833351,0.026210912,0.067693523,-5.066865216
"ENSG00000127022","CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]",821,0.907615774,0.710952614,2.320833351,0.026210912,0.067693523,-5.066865216
"ENSG00000042493","CAPG","capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]",822,2.039922421,0.400909722,4.16433799,0.000192035,0.001387806,-0.407881457
"ENSG00000014216","CAPN1","calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]",823,0.755169643,0.829188317,1.85465247,0.072038682,0.146224905,-5.954173458
"ENSG00000162909","CAPN2","calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]",824,0.08441994,0.473053513,0.180963385,0.857434316,0.904344649,-7.620908369
"ENSG00000092529","CAPN3","calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]",825,5.637523611,-0.222863971,14.78838107,1.13e-16,7.04e-15,27.87060328
"ENSG00000126247","CAPNS1","calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]",826,5.114839583,-0.019055556,16.44698977,4.26e-18,3.32e-16,31.1717588
"ENSG00000077274","CAPN6","calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]",827,6.439937599,-0.168311683,21.48525091,8.08e-22,1.47e-19,39.74229139
"ENSG00000105519","CAPS","calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]",828,2.88872619,0.000704657,6.092533651,5.71e-07,9.26e-06,5.35147035
"ENSG00000116489","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]",829,3.360718849,-0.22945098,7.953724671,2.26e-09,6.02e-08,10.90614733
"ENSG00000198898","CAPZA2","capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]",830,3.090625893,-0.490408088,7.251207848,1.76e-08,3.98e-07,8.840164823
"ENSG00000153113","CAST","calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]",831,6.511233631,-0.447837827,18.77735204,6.39e-20,6.91e-18,35.38240003
"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]",832,6.043438492,0.629551062,16.80984049,2.15e-18,1.74e-16,31.85858702
"ENSG00000278191","CARS1","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]",833,4.162343353,-1.629095997,8.195931333,1.13e-09,3.17e-08,11.60670384
"ENSG00000110619","CARS1","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]",833,4.162343353,-1.629095997,8.195931333,1.13e-09,3.17e-08,11.60670384
"ENSG00000137752","CASP1","caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]",834,4.24639752,-1.54065768,9.707692325,1.73e-11,6.16e-10,15.8210605
"ENSG00000106144","CASP2","caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]",835,6.628166071,-0.607159314,20.25677696,5.52e-21,8.11e-19,37.82895015
"ENSG00000164305","CASP3","caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]",836,2.85719752,-1.054196487,6.91260334,4.81e-08,9.97e-07,7.828838863
"ENSG00000196954","CASP4","caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]",837,6.018428373,-0.925986111,12.84282817,7.61e-15,3.88e-13,23.62662298
"ENSG00000137757","CASP5","caspase 5 [Source:HGNC Symbol;Acc:HGNC:1506]",838,3.763214286,-2.147760621,4.442421427,8.45e-05,0.000708989,0.395577863
"ENSG00000138794","CASP6","caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]",839,5.708044147,-0.207562908,20.82120077,2.26e-21,3.68e-19,38.72071225
"ENSG00000165806","CASP7","caspase 7 [Source:HGNC Symbol;Acc:HGNC:1508]",840,2.622342857,-0.381564542,5.812861749,1.34e-06,1.97e-05,4.502250815
"ENSG00000064012","CASP8","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]",841,-0.202778472,1.853857843,-0.554267926,0.582900253,0.690998454,-7.480775777
"ENSG00000132906","CASP9","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]",842,-0.395954266,2.440444036,-1.056864947,0.297773214,0.424606146,-7.073584899
"ENSG00000003400","CASP10","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]",843,-1.274004266,1.718992647,-2.589314279,0.013892512,0.041297391,-4.489851611
"ENSG00000143318","CASQ1","calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]",844,0.220259623,2.513263889,0.464123675,0.645416996,0.742617197,-7.527525624
"ENSG00000118729","CASQ2","calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513]",845,0.226479067,2.184910948,0.448009923,0.656891565,0.7518023,-7.535021742
"ENSG00000036828","CASR","calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]",846,1.147762599,2.651843546,3.102297904,0.003772174,0.015012146,-3.274151911
"ENSG00000121691","CAT","catalase [Source:HGNC Symbol;Acc:HGNC:1516]",847,-1.165862599,2.269900735,-2.902439217,0.006350521,0.022524847,-3.763948231
"ENSG00000105974","CAV1","caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]",857,4.673915179,0.201549837,9.554946395,2.6e-11,9.08e-10,15.40831783
"ENSG00000105971","CAV2","caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]",858,2.17340744,-0.935012663,4.205789579,0.00017005,0.00125706,-0.289159816
"ENSG00000182533","CAV3","caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]",859,0.311924702,0.284861111,0.707003409,0.484219047,0.604992965,-7.383066847
"ENSG00000124813","RUNX2","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]",860,-0.312251587,0.371500817,-0.496196678,0.622840185,0.724344221,-7.511827149
"ENSG00000159216","RUNX1","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]",861,0.946114087,0.762736111,1.828927453,0.075893654,0.152194359,-5.998505426
"ENSG00000079102","RUNX1T1","RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol;Acc:HGNC:1535]",862,1.413172917,0.894381536,3.064343055,0.004169301,0.016205754,-3.368635687
"ENSG00000129993","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]",863,0.794764087,0.777737745,1.954101193,0.058671052,0.124995998,-5.778051503
"ENSG00000020633","RUNX3","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]",864,-0.089057044,0.655666258,-0.202121617,0.84098536,0.892272614,-7.61675437
"ENSG00000067955","CBFB","core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]",865,0.25873006,1.773357435,0.607958287,0.547118181,0.660071685,-7.449067783
"ENSG00000170099","SERPINA6","serpin family A member 6 [Source:HGNC Symbol;Acc:HGNC:1540]",866,1.021029464,2.320853758,2.975780654,0.005255068,0.019452995,-3.58645828
"ENSG00000277405","SERPINA6","serpin family A member 6 [Source:HGNC Symbol;Acc:HGNC:1540]",866,1.021029464,2.320853758,2.975780654,0.005255068,0.019452995,-3.58645828
"ENSG00000110395","CBL","Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]",867,-2.491952282,1.408281863,-4.505862937,7e-05,0.000606427,0.580994589
"ENSG00000114423","CBLB","Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]",868,-1.481294147,2.237142157,-4.431961769,8.72e-05,0.000727651,0.365077701
"ENSG00000102924","CBLN1","cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]",869,-0.76377252,1.973999183,-1.480912208,0.147526866,0.251910309,-6.546301781
"ENSG00000149257","SERPINH1","serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]",871,0.27852371,2.444875817,0.651814193,0.518754869,0.634783324,-7.421040436
"ENSG00000159228","CBR1","carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]",873,0.041988095,1.592164216,0.091161719,0.927880927,0.953104793,-7.633438221
"ENSG00000159231","CBR3","carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]",874,-0.781700397,1.372387255,-3.975959468,0.000332358,0.002173492,-0.942200948
"ENSG00000160200","CBS","cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]",875,-0.043620933,2.076841912,-0.139864352,0.889564448,0.926766431,-7.627668061
"ENSG00000185972","CCIN","calicin [Source:HGNC Symbol;Acc:HGNC:1568]",881,0.431259028,1.39055433,1.523867993,0.136476982,0.237523779,-6.484083335
"ENSG00000286112","KYAT1","kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:883]",883,-0.769415476,1.140379085,-1.597674511,0.119055367,0.214372084,-6.373557025
"ENSG00000171097","KYAT1","kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]",883,-0.769415476,1.140379085,-1.597674511,0.119055367,0.214372084,-6.373557025
"ENSG00000187094","CCK","cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]",885,0.790980456,1.384983252,1.659289697,0.105943098,0.196158738,-6.277834088
"ENSG00000163394","CCKAR","cholecystokinin A receptor [Source:HGNC Symbol;Acc:HGNC:1570]",886,0.143128671,1.024636029,0.404051968,0.688619094,0.777138817,-7.554138342
"ENSG00000110148","CCKBR","cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]",887,2.075362599,1.384883987,7.697299801,4.74e-09,1.19e-07,10.15763321
"ENSG00000138764","CCNG2","cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]",901,-0.20405,0.803529412,-1.155225654,0.255780325,0.379569703,-6.965722133
"ENSG00000134480","CCNH","cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]",902,-0.412011607,1.254661356,-1.262019036,0.215240643,0.333991669,-6.838583107
"ENSG00000129315","CCNT1","cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]",904,-0.648815575,1.212564951,-1.824485144,0.076576822,0.153261513,-6.006109126
"ENSG00000082258","CCNT2","cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]",905,-0.070648016,0.197136029,-0.660494129,0.513236527,0.630271293,-7.415267365
"ENSG00000146731","CCT6A","chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]",908,-0.358302083,-0.283997958,-2.712709718,0.010257541,0.032647656,-4.210211335
"ENSG00000158477","CD1A","CD1a molecule [Source:HGNC Symbol;Acc:HGNC:1634]",909,-0.379304067,0.171284722,-1.587577884,0.121325654,0.217403821,-6.388944788
"ENSG00000158485","CD1B","CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635]",910,-0.106609821,0.103845588,-0.608590991,0.546703359,0.659740211,-7.44867701
"ENSG00000158481","CD1C","CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]",911,-0.840446627,2.378771242,-4.333863245,0.000116586,0.000927122,0.080035069
"ENSG00000158473","CD1D","CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]",912,-0.218406845,0.558514297,-0.669623788,0.507466851,0.625124519,-7.409114812
"ENSG00000158488","CD1E","CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]",913,-0.340140079,0.80515482,-1.192619494,0.240996475,0.363066262,-6.922381585
"ENSG00000116824","CD2","CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]",914,-0.395387302,0.535465686,-1.438698358,0.159069452,0.266626605,-6.605913749
"ENSG00000167286","CD3D","CD3 delta subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1673]",915,0.094951587,0.087510212,0.304488229,0.762549007,0.83399448,-7.59019892
"ENSG00000198851","CD3E","CD3 epsilon subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1674]",916,0.071634425,0.919305556,0.67846642,0.501912606,0.620156041,-7.403077213
"ENSG00000160654","CD3G","CD3 gamma subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1675]",917,-0.345240873,-0.255210784,-2.459552291,0.018965625,0.052801488,-4.774300779
"ENSG00000198821","CD247","CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677]",919,-1.467783929,-3.785412173,-7.546550796,7.37e-09,1.79e-07,9.714494252
"ENSG00000010610","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]",920,-0.563655952,-0.437832516,-3.303432525,0.002200381,0.009869416,-2.762740053
"ENSG00000110448","CD5","CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]",921,-1.060318353,-3.36251348,-3.080588073,0.003994712,0.015701827,-3.328277459
"ENSG00000073754","CD5L","CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]",922,-0.974811012,-2.266590686,-4.884528139,2.24e-05,0.000230312,1.700773801
"ENSG00000013725","CD6","CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]",923,-0.579463194,1.726041258,-3.420867332,0.00159628,0.007651805,-2.456333356
"ENSG00000173762","CD7","CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]",924,-0.369446925,-0.816010621,-1.784172116,0.083018764,0.162941097,-6.074409577
"ENSG00000153563","CD8A","CD8 subunit alpha [Source:HGNC Symbol;Acc:HGNC:1706]",925,-0.485470139,0.284952614,-3.471622951,0.001387682,0.006853832,-2.322241653
"ENSG00000172116","CD8B","CD8 subunit beta [Source:HGNC Symbol;Acc:HGNC:1707]",926,-0.439567956,1.054296569,-3.66937117,0.000798485,0.0043927,-1.790910462
"ENSG00000254126","CD8B2","CD8B family member 2 [Source:HGNC Symbol;Acc:HGNC:1708]",927,-0.302430258,0.475324755,-2.235054115,0.031857171,0.078776124,-5.24153442
"ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]",928,-0.201920238,0.674542484,-1.113665188,0.272970318,0.398325465,-7.012388486
"ENSG00000170458","CD14","CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]",929,-0.107622123,0.476839869,-0.959758395,0.343723661,0.471863097,-7.171218099
"ENSG00000177455","CD19","CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]",930,-0.650924008,0.297043301,-3.310746301,0.002157113,0.009721654,-2.743818923
"ENSG00000156738","MS4A1","membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]",931,-0.43612748,0.405622958,-2.983129479,0.005155701,0.01916092,-3.568527175
"ENSG00000284903","MS4A3","membrane spanning 4-domains A3 [Source:HGNC Symbol;Acc:HGNC:7317]",932,-0.276151984,0.510634804,-1.822081536,0.07694864,0.153839532,-6.010216901
"ENSG00000149516","MS4A3","membrane spanning 4-domains A3 [Source:HGNC Symbol;Acc:HGNC:7317]",932,-0.276151984,0.510634804,-1.822081536,0.07694864,0.153839532,-6.010216901
"ENSG00000012124","CD22","CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]",933,-0.432302679,0.951696487,-3.826531249,0.000510888,0.003084434,-1.359351218
"ENSG00000139193","CD27","CD27 molecule [Source:HGNC Symbol;Acc:HGNC:11922]",939,-0.489444444,0.534457108,-1.822085148,0.07694808,0.153839532,-6.010210731
"ENSG00000178562","CD28","CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]",940,-0.339718452,0.85434232,-3.143635088,0.003380531,0.013800571,-3.17049735
"ENSG00000121594","CD80","CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]",941,-0.249836012,0.355022876,-1.685573785,0.100724852,0.188774396,-6.236057861
"ENSG00000114013","CD86","CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]",942,-0.40225625,1.03878799,-2.818940225,0.007857248,0.026590499,-3.962694749
"ENSG00000120949","TNFRSF8","TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]",943,-0.261874206,-0.319020833,-1.865851627,0.070413432,0.143740522,-5.934714962
"ENSG00000106952","TNFSF8","TNF superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11938]",944,-0.03298879,0.225694853,-0.288060865,0.774989603,0.843755336,-7.595180349
"ENSG00000105383","CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]",945,-0.208801488,0.329680556,-1.440330073,0.158610409,0.266113299,-6.603637942
"ENSG00000105492","SIGLEC6","sialic acid binding Ig like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]",946,-0.208383333,0.417272876,-0.994011256,0.327002021,0.45489994,-7.137793297
"ENSG00000174059","CD34","CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]",947,-0.226746925,0.202298203,-1.807744053,0.079198544,0.157231428,-6.034626534
"ENSG00000135218","CD36","CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]",948,-0.282051389,0.493891748,-2.591185919,0.013829465,0.041152409,-4.485675421
"ENSG00000073060","SCARB1","scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]",949,-0.377807738,0.543470997,-3.17811362,0.003083706,0.012843451,-3.083454105
"ENSG00000138760","SCARB2","scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]",950,-0.157578671,0.293398693,-1.276625667,0.210093129,0.327950251,-6.820393852
"ENSG00000104894","CD37","CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]",951,-0.385866468,0.797386029,-1.791824176,0.081761893,0.161156944,-6.061542598
"ENSG00000004468","CD38","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]",952,-0.403052083,0.517276961,-3.701820554,0.000728521,0.004082094,-1.70244557
"ENSG00000138185","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]",953,-0.415804663,1.369843954,-3.63047563,0.000890935,0.004800912,-1.896490766
"ENSG00000054179","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]",954,-0.46244375,0.591803513,-2.088406848,0.044060441,0.100736589,-5.528567493
"ENSG00000197586","ENTPD6","ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368]",955,-0.463696726,0.182141748,-2.781362073,0.008639063,0.028617487,-4.050947618
"ENSG00000168032","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]",956,-0.464084623,0.459190359,-2.083907777,0.0444926,0.101479698,-5.537135813
"ENSG00000187097","ENTPD5","ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]",957,-0.242289385,0.08756781,-2.107410991,0.042275509,0.097518741,-5.492216275
"ENSG00000101017","CD40","CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]",958,-0.767639683,0.352499183,-4.983436642,1.66e-05,0.000177914,1.996310509
"ENSG00000102245","CD40LG","CD40 ligand [Source:HGNC Symbol;Acc:HGNC:11935]",959,-0.296590774,-0.109795752,-2.367984309,0.023507049,0.062249283,-4.96879733
"ENSG00000026508","CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]",960,-0.500366964,1.347624183,-2.479042129,0.018108763,0.050938291,-4.732227838
"ENSG00000196776","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]",961,-0.368859425,-0.176293709,-2.429149114,0.020376299,0.055831793,-4.83946318
"ENSG00000117091","CD48","CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]",962,-0.187358433,1.397962827,-0.656740408,0.515619067,0.632216641,-7.417773129
"ENSG00000143119","CD53","CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]",963,-0.280076389,0.295625817,-1.988290848,0.054599857,0.118472017,-5.715790951
"ENSG00000116815","CD58","CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]",965,-0.410394048,0.898768382,-1.417852206,0.165026671,0.273891088,-6.634786508
"ENSG00000085063","CD59","CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]",966,0.003985417,-0.166705474,0.039275249,0.968892867,0.979788602,-7.636909909
"ENSG00000135404","CD63","CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]",967,-0.458811806,-1.908541258,-2.190610691,0.035191078,0.084903182,-5.330091451
"ENSG00000129226","CD68","CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]",968,-0.15139127,0.091399918,-1.538234658,0.132933497,0.23295236,-6.462926265
"ENSG00000110848","CD69","CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]",969,-0.174787004,-0.245805147,-0.934166752,0.356582608,0.485078897,-7.19546492
"ENSG00000125726","CD70","CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]",970,-0.048907639,0.109408088,-0.42715286,0.671869724,0.76375547,-7.54433552
"ENSG00000137101","CD72","CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]",971,-0.20436498,0.438333742,-2.083236161,0.044557431,0.101594948,-5.538413646
"ENSG00000019582","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]",972,-0.516819345,1.730384395,-4.517540976,6.76e-05,0.000588812,0.615202293
"ENSG00000105369","CD79A","CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698]",973,-0.700475893,0.180729167,-1.729439087,0.09249281,0.176885029,-6.165098132
"ENSG00000007312","CD79B","CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]",974,-0.471150496,0.682782271,-3.022894437,0.004648025,0.017654377,-3.471046887
"ENSG00000110651","CD81","CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]",975,-0.81292629,0.546592729,-2.338841599,0.025146756,0.065577957,-5.029580264
"ENSG00000123146","ADGRE5","adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]",976,-0.714016071,0.442198938,-1.709382966,0.096184068,0.182231337,-6.197733859
"ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]",977,-0.28646756,-0.19663848,-0.811384231,0.422598123,0.548783489,-7.303074678
"ENSG00000158825","CDA","cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]",978,-0.364561508,0.681664216,-1.411731656,0.166808624,0.275957725,-6.643192383
"ENSG00000170312","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]",983,-0.382061806,0.364068627,-0.960909489,0.34315262,0.471276495,-7.170112873
"ENSG00000248333","CDK11B","cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]",984,-0.74953502,1.493096405,-2.120111861,0.041118452,0.09551133,-5.467779691
"ENSG00000198589","LRBA","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]",987,-1.163975992,0.174107435,-2.857692369,0.00712058,0.02461937,-3.870904565
"ENSG00000096401","CDC5L","cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]",988,-0.380777083,1.328472631,-1.340623985,0.188631472,0.30276502,-6.738458888
"ENSG00000122545","SEPTIN7","septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]",989,-0.384927679,-1.106407271,-2.355914422,0.024174054,0.063569306,-4.994037884
"ENSG00000094804","CDC6","cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]",990,-0.946670238,0.930540441,-5.07200396,1.27e-05,0.000140906,2.261797004
"ENSG00000117399","CDC20","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]",991,-0.786603869,1.487806373,-1.627028482,0.112651609,0.20558581,-6.328342165
"ENSG00000164045","CDC25A","cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]",993,-0.555967262,0.120725082,-2.479179313,0.018102859,0.050928405,-4.73193087
"ENSG00000101224","CDC25B","cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]",994,-0.665152976,0.262666258,-2.429616914,0.020353889,0.055788321,-4.838464918
"ENSG00000158402","CDC25C","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]",995,-0.327370139,-0.032533497,-1.785438212,0.082809684,0.162639236,-6.072283798
"ENSG00000004897","CDC27","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]",996,-0.317153472,0.121421977,-2.69736025,0.01065599,0.033624586,-4.24546557
"ENSG00000099804","CDC34","cell division cycle 34, ubiqiutin conjugating enzyme [Source:HGNC Symbol;Acc:HGNC:1734]",997,-0.204615575,0.091840278,-0.982725865,0.33244947,0.460404387,-7.148928434
"ENSG00000070831","CDC42","cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]",998,-0.442301984,-0.251379902,-4.088073334,0.000239983,0.001670863,-0.625261064
"ENSG00000039068","CDH1","cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]",999,-0.318687202,0.262477941,-2.058319891,0.04702206,0.105771718,-5.585592279
"ENSG00000170558","CDH2","cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]",1000,-0.140162004,0.450549428,-1.107238412,0.275700495,0.401292784,-7.01946274
"ENSG00000062038","CDH3","cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]",1001,-0.31612252,0.800925654,-2.271972655,0.029305544,0.073873056,-5.16695751
"ENSG00000280641","CDH4","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]",1002,-0.35561379,0.790397876,-1.663935601,0.105004787,0.194963117,-6.270490587
"ENSG00000179242","CDH4","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]",1002,-0.35561379,0.790397876,-1.663935601,0.105004787,0.194963117,-6.270490587
"ENSG00000179776","CDH5","cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]",1003,-0.340277183,-0.043001634,-0.970515088,0.338412094,0.466569967,-7.160841044
"ENSG00000113361","CDH6","cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]",1004,-0.222418552,0.580837418,-2.066537228,0.04619632,0.104394279,-5.570081957
"ENSG00000081138","CDH7","cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]",1005,-0.142675198,-0.1940625,-1.120836372,0.26994674,0.394832538,-7.004449805
"ENSG00000150394","CDH8","cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]",1006,-0.443047619,0.931221405,-2.180745915,0.035971934,0.086308342,-5.349564938
"ENSG00000113100","CDH9","cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]",1007,-0.09221756,0.043860703,-0.75112582,0.457569709,0.581376912,-7.350552734
"ENSG00000040731","CDH10","cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]",1008,-0.317855456,-0.207028186,-1.242411999,0.222298579,0.341953195,-6.862698476
"ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]",1009,-0.352501587,0.581232843,-2.52547558,0.016207957,0.046644248,-4.631056801
"ENSG00000154162","CDH12","cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]",1010,-0.378753175,0.664116422,-2.86319745,0.007021332,0.024367143,-3.857801528
"ENSG00000140945","CDH13","cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]",1012,-0.3810125,0.525618056,-2.268985928,0.029504941,0.074279051,-5.17302469
"ENSG00000129910","CDH15","cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]",1013,-0.242957738,0.087112745,-2.576308808,0.014337969,0.042325757,-4.518814026
"ENSG00000166589","CDH16","cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755]",1014,-0.267539286,0.279981209,-1.981674907,0.055367933,0.119748467,-5.7279062
